,ft,bt,km,transmission,ownerNo,model,modelYear,price,Mileage,Engine,Seats,city
1423,Petrol,SUV,60000.0,Manual,1,Hyundai Creta,2017.0,765000.0,15.29,1591.0,5.0,Delhi
1424,Petrol,SUV,20000.0,Manual,1,Kia Sonet,2021.0,894999.9999999999,18.4,1197.0,5.0,Delhi
1425,Cng,Sedan,42682.0,Manual,1,Hyundai Aura,2021.0,708000.0,27.984999999999992,1197.0,5.0,Delhi
1426,Petrol,Hatchback,44653.0,Manual,1,Volkswagen Polo,2017.0,400000.0,18.78,1198.0,5.0,Delhi
1427,Cng,Hatchback,7000.0,Manual,1,Hyundai Grand i10 Nios,2022.0,725000.0,18.9,1197.0,5.0,Delhi
1428,Petrol,Hatchback,67823.0,Manual,1,Maruti Baleno,2019.0,663000.0,21.01,1197.0,5.0,Delhi
1429,Petrol,Hatchback,50000.0,Automatic,1,Honda Brio,2014.0,390000.0,16.5,1198.0,5.0,Delhi
1430,Diesel,SUV,97055.0,Manual,1,Nissan Kicks,2019.0,784000.0,20.45,1461.0,5.0,Delhi
1431,Petrol,Sedan,114000.0,Automatic,1,Toyota Camry,2017.0,1776500.0,19.16,1949.5,5.0,Delhi
1432,Diesel,SUV,24000.0,Manual,1,Kia Sonet,2022.0,1350000.0,18.9,1493.0,5.0,Delhi
1433,Diesel,Sedan,30000.0,Automatic,1,BMW 5 Series,2016.0,1776500.0,18.12,1949.5,5.0,Delhi
1434,Electric,Hatchback,6000.0,Automatic,1,Mini Cooper SE,2023.0,1776500.0,18.9,745.5,4.0,Delhi
1435,Petrol,MUV,7000.0,Manual,1,Toyota Innova Crysta,2022.0,1776500.0,10.425000000000006,1949.5,7.0,Delhi
1436,Diesel,SUV,34000.0,Automatic,1,MG Gloster,2021.0,1776500.0,12.4,1949.5,7.0,Delhi
1437,Diesel,SUV,29000.0,Automatic,1,BMW X1,2013.0,900000.0,17.05,1949.5,5.0,Delhi
1438,Petrol,SUV,38000.0,Automatic,1,Mercedes-Benz GLC,2020.0,1776500.0,12.74,1949.5,5.0,Delhi
1439,Diesel,SUV,150000.0,Manual,1,Tata Safari Storme,2013.0,350000.0,14.0,1949.5,7.0,Delhi
1440,Diesel,SUV,83329.0,Manual,1,Hyundai Venue,2019.0,839000.0,23.7,1396.0,5.0,Delhi
1441,Petrol,Hatchback,43000.0,Manual,1,Maruti Zen Estilo,2008.0,120000.0,18.2,1061.0,5.0,Delhi
1442,Petrol,Hatchback,8000.0,Manual,1,Hyundai Grand i10 Nios,2022.0,750000.0,20.7,1197.0,5.0,Delhi
1443,Petrol,SUV,11404.0,Automatic,1,Skoda Kushaq,2021.0,1284000.0,17.2,999.0,5.0,Delhi
1444,Petrol,SUV,70000.0,Manual,2,Hyundai Creta,2019.0,850000.0,13.0,1591.0,5.0,Delhi
1445,Diesel,Hatchback,23000.0,Manual,1,Tata Altroz,2023.0,869999.9999999999,23.64,1497.0,5.0,Delhi
1446,Petrol,Hatchback,19044.0,Manual,1,Maruti Ignis,2022.0,634000.0,20.89,1197.0,5.0,Delhi
1447,Petrol,Sedan,23500.0,Automatic,1,BMW 7 Series,2017.0,1776500.0,12.5,1949.5,5.0,Delhi
1448,Petrol,SUV,17367.0,Manual,1,Hyundai Creta,2019.0,1250000.0,15.8,1591.0,5.0,Delhi
1449,Diesel,SUV,3800.0,Manual,1,Kia Seltos,2020.0,1325000.0,20.8,1493.0,5.0,Delhi
1450,Petrol,Sedan,45000.0,Automatic,1,BMW 3 Series GT,2017.0,1776500.0,15.34,1949.5,5.0,Delhi
1451,Petrol,Hatchback,43124.0,Automatic,2,Hyundai Grand i10,2014.0,421000.0,18.9,1197.0,5.0,Delhi
1452,Diesel,SUV,20000.0,Manual,1,Mahindra XUV500,2020.0,1300000.0,15.1,1949.5,7.0,Delhi
1453,Diesel,SUV,60000.0,Automatic,1,Hyundai Creta,2017.0,1000000.0,17.01,1582.0,5.0,Delhi
1454,Petrol,Hatchback,36000.0,Manual,1,Maruti Baleno,2018.0,600000.0,21.01,1197.0,5.0,Delhi
1455,Petrol,Hatchback,44559.0,Automatic,1,Hyundai Grand i10,2015.0,495000.0,18.9,1197.0,5.0,Delhi
1456,Petrol,SUV,10000.0,Manual,1,MG Hector Plus,2022.0,1776500.0,14.025,1451.0,6.0,Delhi
1457,Petrol,Hatchback,37587.0,Manual,1,Tata Altroz,2021.0,627000.0,19.33,1199.0,5.0,Delhi
1458,Petrol,Sedan,90000.0,Manual,1,Honda Amaze,2016.0,340000.0,17.8,1198.0,5.0,Delhi
1459,Petrol,Hatchback,73786.0,Manual,1,Hyundai i10,2010.0,190000.0,20.36,1197.0,5.0,Delhi
1460,Petrol,Sedan,50000.0,Automatic,1,Toyota Corolla Altis,2009.0,300000.0,14.53,1794.0,5.0,Delhi
1461,Petrol,Hatchback,22000.0,Manual,1,Maruti Swift,2018.0,575000.0,21.21,1197.0,5.0,Delhi
1462,Petrol,Hatchback,38103.0,Automatic,1,Maruti Baleno,2019.0,743000.0,19.56,1197.0,5.0,Delhi
1463,Petrol,Hatchback,15000.0,Manual,1,Maruti Ignis,2022.0,645000.0,20.89,1197.0,5.0,Delhi
1464,Diesel,MUV,69000.0,Automatic,1,Toyota Innova Crysta,2018.0,1700000.0,11.36,1949.5,7.0,Delhi
1465,Petrol,Hatchback,48327.0,Manual,2,Hyundai Grand i10,2013.0,359000.0,18.9,1197.0,5.0,Delhi
1466,Petrol,Hatchback,40000.0,Manual,1,Maruti Zen Estilo,2008.0,120000.0,18.2,1061.0,5.0,Delhi
1467,Petrol,SUV,38967.0,Manual,1,Kia Seltos,2020.0,1121000.0,16.5,1353.0,5.0,Delhi
1468,Diesel,SUV,50000.0,Manual,1,Kia Seltos,2020.0,1375000.0,20.8,1493.0,5.0,Delhi
1469,Petrol,Hatchback,33000.0,Manual,1,Maruti Baleno,2016.0,525000.0,21.01,1197.0,5.0,Delhi
1470,Petrol,Sedan,70000.0,Manual,1,Toyota Etios,2014.0,375000.0,16.78,1496.0,5.0,Delhi
1471,Petrol,Hatchback,120000.0,Manual,3,Maruti Wagon R,2006.5,90000.0,18.9,998.0,5.0,Delhi
1472,Diesel,SUV,72000.0,Automatic,1,Isuzu MU-X,2018.0,1698999.9999999998,13.8,1949.5,7.0,Delhi
1473,Petrol,SUV,58511.0,Manual,1,Hyundai Creta,2017.0,894999.9999999999,15.29,1591.0,5.0,Delhi
1474,Diesel,Sedan,60000.0,Manual,1,Maruti Swift Dzire,2014.0,409999.99999999994,23.4,1248.0,5.0,Delhi
1475,Diesel,SUV,40000.0,Manual,3,Mahindra Scorpio,2019.0,1250000.0,16.36,1949.5,7.0,Delhi
1476,Petrol,Hatchback,43500.0,Manual,1,Maruti Swift,2019.0,525000.0,22.0,1197.0,5.0,Delhi
1477,Petrol,Sedan,68192.0,Manual,1,Maruti Swift Dzire,2019.0,625000.0,17.5,1298.0,5.0,Delhi
1478,Diesel,SUV,100000.0,Manual,3,Mahindra XUV500,2017.0,850000.0,16.0,1949.5,7.0,Delhi
1479,Diesel,Hatchback,74872.0,Manual,1,Honda Jazz,2015.0,340000.0,27.3,1498.0,5.0,Delhi
1480,Diesel,MUV,47000.0,Manual,1,Toyota Innova Crysta,2019.0,1750000.0,12.0,1949.5,7.0,Delhi
1481,Petrol,SUV,9000.0,Manual,1,Maruti Brezza,2022.0,1295000.0,19.89,1462.0,5.0,Delhi
1482,Petrol,Hatchback,31000.0,Manual,1,Volkswagen Polo,2019.0,699000.0,18.78,999.0,5.0,Delhi
1483,Petrol,Hatchback,33709.0,Manual,2,Tata Tiago,2018.0,399000.0,23.84,1199.0,5.0,Delhi
1484,Petrol,Hatchback,123617.0,Manual,1,Maruti Ignis,2018.0,387000.0,20.89,1197.0,5.0,Delhi
1485,Diesel,Sedan,31000.0,Automatic,1,Audi A6,2015.0,1475000.0,17.68,1949.5,5.0,Delhi
1486,Cng,Hatchback,45000.0,Manual,1,Hyundai Santro,2019.0,484999.99999999994,27.984999999999992,1086.0,5.0,Delhi
1487,Cng,Hatchback,82000.0,Manual,1,Maruti Wagon R,2014.0,295000.0,27.984999999999992,998.0,5.0,Delhi
1488,Petrol,Hatchback,36400.0,Automatic,1,Maruti Celerio,2015.0,425000.0,23.1,998.0,5.0,Delhi
1489,Diesel,Sedan,75000.0,Automatic,2,Mercedes-Benz S-Class,2017.0,1776500.0,13.5,1949.5,5.0,Delhi
1490,Petrol,Hatchback,69000.0,Manual,1,Honda Brio,2013.0,250000.0,19.4,1198.0,5.0,Delhi
1491,Diesel,Sedan,110000.0,Manual,1,Fiat Linea,2015.0,350000.0,20.4,1248.0,5.0,Delhi
1492,Diesel,SUV,62500.0,Automatic,1,Nissan Terrano,2016.0,645000.0,19.61,1461.0,5.0,Delhi
1493,Petrol,Hatchback,20000.0,Manual,1,Renault KWID,2021.0,459999.99999999994,22.25,799.0,5.0,Delhi
1494,Petrol,Sedan,70307.0,Manual,2,Honda City,2014.0,458000.0,17.4,1497.0,5.0,Delhi
1495,Diesel,SUV,50000.0,Automatic,1,Audi Q5,2015.0,1776500.0,14.16,1949.5,5.0,Delhi
1496,Petrol,Hatchback,30000.0,Manual,1,Maruti Ignis,2020.0,580000.0,20.89,1197.0,5.0,Delhi
1497,Diesel,SUV,65000.0,Automatic,1,BMW X5,2017.0,1776500.0,15.97,1949.5,5.0,Delhi
1498,Petrol,Hatchback,4108.0,Manual,2,Maruti Ignis,2022.0,517000.0,20.89,1197.0,5.0,Delhi
1499,Petrol,Hatchback,40000.0,Manual,1,Hyundai i20,2020.0,750000.0,18.6,1197.0,5.0,Delhi
1500,Petrol,Hatchback,91926.0,Manual,1,Hyundai i10,2012.0,213000.0,20.36,1197.0,5.0,Delhi
1501,Diesel,Sedan,40000.0,Automatic,1,Mercedes-Benz E-Class,2014.0,1450000.0,13.0,1949.5,5.0,Delhi
1502,Cng,MUV,40000.0,Manual,1,Maruti Ertiga,2021.0,1100000.0,26.08,1462.0,7.0,Delhi
1503,Petrol,Hatchback,60000.0,Manual,1,Maruti Baleno,2019.0,611000.0,21.4,1197.0,5.0,Delhi
1504,Petrol,Hatchback,23200.0,Manual,1,Toyota Glanza,2021.0,745000.0,21.01,1197.0,5.0,Delhi
1505,Diesel,SUV,36000.0,Automatic,1,Kia Seltos,2021.0,1776500.0,18.0,1493.0,5.0,Delhi
1506,Petrol,Hatchback,50000.0,Manual,1,Hyundai Grand i10,2015.0,415000.00000000006,18.9,1197.0,5.0,Delhi
1507,Diesel,SUV,39000.0,Manual,1,Jeep Compass,2017.0,1075000.0,17.1,1949.5,5.0,Delhi
1508,Petrol,Hatchback,55000.0,Automatic,1,Maruti Baleno,2016.0,550000.0,21.4,1197.0,5.0,Delhi
1509,Petrol,Hatchback,55000.0,Manual,1,Tata Altroz,2020.0,540000.0,19.33,1199.0,5.0,Delhi
1510,Petrol,MUV,24777.0,Manual,1,Renault Triber,2019.0,540000.0,20.0,999.0,7.0,Delhi
1511,Diesel,SUV,50000.0,Manual,1,Maruti Vitara Brezza,2016.0,575000.0,24.3,1248.0,5.0,Delhi
1512,Petrol,SUV,15000.0,Automatic,1,Jeep Wrangler,2021.0,1776500.0,12.1,1949.5,5.0,Delhi
1513,Petrol,Sedan,50854.0,Manual,2,Maruti Swift Dzire,2012.0,286000.0,22.41,1197.0,5.0,Delhi
1514,Diesel,Sedan,134000.0,Automatic,1,Audi A6,2014.0,890000.0,17.68,1949.5,5.0,Delhi
1515,Diesel,SUV,33000.0,Automatic,1,MG Gloster,2021.0,1776500.0,12.4,1949.5,7.0,Delhi
1516,Petrol,Sedan,34000.0,Automatic,1,Hyundai Elantra,2019.0,1280000.0,14.62,1949.5,5.0,Delhi
1517,Petrol,Sedan,52515.0,Manual,1,Maruti Swift Dzire,2014.0,356000.0,22.41,1197.0,5.0,Delhi
1518,Petrol,MUV,45000.0,Manual,1,Toyota Innova Crysta,2020.0,1776500.0,10.425000000000006,1949.5,7.0,Delhi
1519,Diesel,Sedan,59000.0,Automatic,1,Audi A6,2015.0,1776500.0,18.53,1949.5,5.0,Delhi
1520,Petrol,Sedan,29582.0,Manual,2,Fiat Linea,2009.0,114999.99999999999,16.0,1368.0,5.0,Delhi
1521,Petrol,SUV,10000.0,Manual,1,Mahindra Scorpio N,2023.0,1500000.0,18.9,1949.5,7.0,Delhi
1522,Petrol,Sedan,41000.0,Automatic,1,Toyota Corolla Altis,2017.0,1190000.0,14.28,1798.0,5.0,Delhi
1523,Petrol,Hatchback,57806.0,Manual,2,Renault KWID,2017.0,295000.0,25.17,799.0,5.0,Delhi
1524,Petrol,Sedan,20000.0,Automatic,1,Honda City,2019.0,1000000.0,18.0,1497.0,5.0,Delhi
1525,Petrol,Hatchback,66227.0,Manual,1,Datsun RediGO,2018.0,213000.0,22.7,799.0,5.0,Delhi
1526,Petrol,Hatchback,100000.0,Manual,3,Hyundai i10,2010.0,135000.0,19.81,1086.0,5.0,Delhi
1527,Petrol,Hatchback,43220.0,Automatic,2,Tata Tiago,2019.0,595000.0,23.84,1199.0,5.0,Delhi
1528,Petrol,Sedan,100000.0,Manual,1,Hyundai Xcent,2015.0,300000.0,18.0,1197.0,5.0,Delhi
1529,Petrol,Hatchback,13500.0,Manual,2,Renault KWID,2018.0,425000.0,23.01,999.0,5.0,Delhi
1530,Petrol,Sedan,60000.0,Manual,2,Tata Tigor,2016.0,330000.0,23.84,1199.0,5.0,Delhi
1531,Petrol,Hatchback,43929.0,Manual,1,Maruti Baleno,2016.0,478000.0,21.4,1197.0,5.0,Delhi
1532,Petrol,Hatchback,70000.0,Manual,1,Maruti Wagon R,2017.0,450000.0,20.51,998.0,5.0,Delhi
1533,Diesel,SUV,70000.0,Manual,2,Mahindra XUV500,2018.0,900000.0,15.1,1949.5,7.0,Delhi
1534,Petrol,Hatchback,50000.0,Manual,1,Maruti Baleno,2020.0,680000.0,21.01,1197.0,5.0,Delhi
1535,Petrol,Hatchback,100000.0,Manual,3,Hyundai i10,2010.0,135000.0,19.81,1086.0,5.0,Delhi
1536,Petrol,Hatchback,34250.0,Manual,1,Renault KWID,2018.0,385000.0,25.17,799.0,5.0,Delhi
1537,Petrol,Hatchback,90000.0,Manual,2,Honda Brio,2012.0,240000.0,19.4,1198.0,5.0,Delhi
1538,Cng,Hatchback,64847.0,Manual,1,Hyundai Grand i10 Nios,2020.0,626000.0,18.9,1197.0,5.0,Delhi
1539,Diesel,SUV,50000.0,Manual,1,Hyundai Creta,2021.0,1350000.0,18.9,1493.0,5.0,Delhi
1540,Petrol,Hatchback,90000.0,Manual,2,Honda Brio,2012.0,240000.0,19.4,1198.0,5.0,Delhi
1541,Petrol,Hatchback,62150.0,Manual,1,Hyundai i10,2015.0,345000.0,19.81,1086.0,5.0,Delhi
1542,Petrol,Hatchback,41200.0,Automatic,1,Maruti Ignis,2018.0,505000.0,20.89,1197.0,5.0,Delhi
1543,Petrol,SUV,67000.0,Automatic,1,Ford Ecosport,2018.0,749000.0,14.7,1496.0,5.0,Delhi
1544,Petrol,Hatchback,41705.0,Manual,2,Hyundai EON,2011.0,140000.0,21.1,814.0,5.0,Delhi
1545,Petrol,SUV,9000.0,Automatic,1,Mahindra Thar,2021.0,1500000.0,15.2,1949.5,4.0,Delhi
1546,Petrol,SUV,27120.0,Automatic,1,Mercedes-Benz GLA Class,2019.0,1776500.0,13.7,1949.5,5.0,Delhi
1547,Diesel,Hatchback,120000.0,Manual,1,Maruti Swift,2014.0,325000.0,25.2,1248.0,5.0,Delhi
1548,Petrol,Hatchback,55000.0,Manual,1,Maruti Swift,2017.0,430999.99999999994,20.4,1197.0,5.0,Delhi
1549,Petrol,SUV,69000.0,Manual,1,Hyundai Creta,2017.0,780000.0,15.8,1591.0,5.0,Delhi
1550,Petrol,Hatchback,90000.0,Manual,2,Hyundai i10,2009.0,170000.0,20.36,1197.0,5.0,Delhi
1551,Petrol,Hatchback,40000.0,Manual,1,Toyota Glanza,2019.0,530000.0,21.01,1197.0,5.0,Delhi
1552,Petrol,SUV,18432.0,Automatic,1,Maruti Vitara Brezza,2021.0,949000.0,18.76,1462.0,5.0,Delhi
1553,Petrol,Sedan,43584.0,Manual,1,Honda Amaze,2016.0,479000.0,17.8,1198.0,5.0,Delhi
1554,Petrol,Hatchback,17665.0,Manual,1,Maruti Baleno,2017.0,562000.0,21.4,1197.0,5.0,Delhi
1555,Diesel,SUV,70000.0,Manual,2,Ford Ecosport,2017.0,600000.0,22.77,1498.0,5.0,Delhi
1556,Petrol,Sedan,10203.0,Manual,1,Tata Tigor,2022.0,735000.0,19.28,1199.0,5.0,Delhi
1557,Petrol,Hatchback,70000.0,Manual,2,Hyundai Grand i10,2015.0,420000.0,18.9,1197.0,5.0,Delhi
1558,Petrol,Sedan,63000.0,Manual,1,Honda City,2015.0,549000.0,16.8,1497.0,5.0,Delhi
1559,Petrol,Hatchback,45244.0,Manual,2,Volkswagen Polo,2013.0,322000.0,16.47,1198.0,5.0,Delhi
1560,Petrol,Hatchback,80000.0,Manual,2,Hyundai i10,2009.0,180000.0,20.36,1197.0,5.0,Delhi
1561,Petrol,Hatchback,77611.0,Manual,2,Maruti Baleno,2016.0,472000.0,21.4,1197.0,5.0,Delhi
1562,Petrol,SUV,68000.0,Manual,1,Hyundai Creta,2016.0,715000.0,15.29,1591.0,5.0,Delhi
1563,Petrol,Hatchback,110000.0,Manual,1,Maruti A-Star,2012.0,220000.00000000003,19.0,998.0,5.0,Delhi
1564,Petrol,Sedan,30000.0,Manual,1,Honda City,2021.0,900000.0,17.4,1497.0,5.0,Delhi
1565,Petrol,MUV,15000.0,Automatic,1,Toyota Innova Crysta,2022.0,1776500.0,10.425000000000006,1949.5,7.0,Delhi
1566,Petrol,Sedan,67000.0,Manual,1,Honda City,2014.0,499000.0,16.8,1497.0,5.0,Delhi
1567,Diesel,SUV,70000.0,Manual,1,Mitsubishi Pajero,2014.0,857000.0,13.5,1949.5,7.0,Delhi
1568,Petrol,Hatchback,34568.0,Manual,2,Maruti Swift,2017.0,445000.0,20.4,1197.0,5.0,Delhi
1569,Petrol,SUV,10000.0,Automatic,1,Mahindra XUV700,2022.0,1776500.0,18.9,1949.5,7.0,Delhi
1570,Petrol,Hatchback,54101.0,Manual,1,Volkswagen Polo,2017.0,501000.0,16.2,1199.0,5.0,Delhi
1571,Diesel,Hatchback,120000.0,Manual,1,Toyota Etios Cross,2015.0,400000.0,23.59,1364.0,5.0,Delhi
1572,Petrol,Sedan,67000.0,Manual,1,Honda Amaze,2016.0,440000.00000000006,19.5,1199.0,5.0,Delhi
1573,Petrol,Sedan,88952.0,Automatic,2,Volkswagen Vento,2016.0,631000.0,18.19,1197.0,5.0,Delhi
1574,Petrol,Hatchback,65000.0,Manual,1,Maruti Wagon R,2019.0,545000.0,20.52,1197.0,5.0,Delhi
1575,Petrol,Sedan,69000.0,Automatic,2,Honda City,2015.0,549000.0,18.0,1497.0,5.0,Delhi
1576,Petrol,Hatchback,50979.0,Manual,1,Maruti Wagon R,2012.0,243000.00000000003,18.9,998.0,5.0,Delhi
1577,Diesel,Sedan,95000.0,Automatic,2,Audi A4,2014.0,890000.0,17.11,1949.5,5.0,Delhi
1578,Petrol,Hatchback,58696.0,Manual,1,Hyundai i20,2016.0,546000.0,18.6,1197.0,5.0,Delhi
1579,Petrol,SUV,8000.0,Automatic,1,BMW X4,2022.0,1776500.0,12.81,1949.5,5.0,Delhi
1580,Diesel,SUV,45000.0,Automatic,1,Mercedes-Benz GLA Class,2019.0,1776500.0,17.9,1949.5,5.0,Delhi
1581,Petrol,SUV,30000.0,Automatic,1,Hyundai Venue,2022.0,1090000.0,18.15,998.0,5.0,Delhi
1582,Petrol,Hatchback,44000.0,Manual,1,Maruti Ignis,2020.0,575000.0,20.89,1197.0,5.0,Delhi
1583,Petrol,SUV,1600.0,Automatic,1,Land Rover Defender,2023.0,600000.0,10.425000000000006,1949.5,5.0,Delhi
1584,Petrol,Sedan,30000.0,Automatic,1,Maruti Swift Dzire,2022.0,800000.0,22.61,1197.0,5.0,Delhi
1585,Diesel,SUV,35011.0,Automatic,2,Mahindra Thar,2022.0,1651000.0000000002,18.9,1949.5,4.0,Delhi
1586,Petrol,SUV,18110.0,Manual,1,Tata Nexon,2021.0,819999.9999999999,17.33,1199.0,5.0,Delhi
1587,Diesel,SUV,90000.0,Manual,1,Mahindra XUV500,2014.0,545000.0,15.1,1949.5,7.0,Delhi
1588,Petrol,SUV,24349.0,Manual,2,Honda WR-V,2017.0,625000.0,17.5,1199.0,5.0,Delhi
1589,Diesel,SUV,60000.0,Manual,1,Hyundai Creta,2019.0,800000.0,22.1,1396.0,5.0,Delhi
1590,Petrol,Hatchback,81711.0,Manual,1,Hyundai i20,2017.0,599000.0,18.6,1197.0,5.0,Delhi
1591,Petrol,SUV,101.0,Automatic,1,Land Rover Defender,2023.0,600000.0,10.425000000000006,1949.5,5.0,Delhi
1592,Cng,Hatchback,30400.0,Manual,1,Tata Tiago,2022.0,725000.0,26.49,1199.0,5.0,Delhi
1593,Petrol,Hatchback,23961.0,Manual,2,Hyundai EON,2013.0,216000.0,21.1,814.0,5.0,Delhi
1594,Petrol,Hatchback,66300.0,Manual,1,Toyota Etios Liva,2018.0,525000.0,17.71,1197.0,5.0,Delhi
1595,Diesel,Coupe,38000.0,Automatic,1,Mercedes-Benz GLC Coupe,2020.0,1776500.0,16.34,1949.5,5.0,Delhi
1596,Petrol,Hatchback,20802.0,Manual,1,Maruti Celerio X,2019.0,480000.0,21.63,998.0,5.0,Delhi
1597,Petrol,Hatchback,54420.0,Manual,1,Maruti Wagon R Stingray,2013.0,276000.0,20.51,998.0,5.0,Delhi
1598,Diesel,Sedan,72000.0,Automatic,2,Mercedes-Benz S-Class,2014.0,1776500.0,13.5,1949.5,5.0,Delhi
1599,Petrol,SUV,19000.0,Automatic,1,Lexus RX,2020.0,1776500.0,18.8,1949.5,5.0,Delhi
1600,Petrol,Sedan,92000.0,Manual,1,Hyundai Verna,2012.0,335000.0,17.01,1591.0,5.0,Delhi
1601,Diesel,Sedan,24000.0,Automatic,1,Audi A3,2019.0,1776500.0,20.38,1949.5,5.0,Delhi
1602,Petrol,SUV,59801.0,Automatic,1,Hyundai Creta,2018.0,1150000.0,14.8,1591.0,5.0,Delhi
1603,Petrol,SUV,32228.0,Automatic,1,Maruti Vitara Brezza,2020.0,985000.0,18.76,1462.0,5.0,Delhi
1604,Petrol,SUV,102788.0,Manual,3,Mitsubishi Outlander,2012.0,1550000.0,11.3,1949.5,5.0,Delhi
1605,Diesel,Sedan,88594.0,Manual,1,Honda Amaze,2018.0,567000.0,25.8,1498.0,5.0,Delhi
1606,Petrol,Sedan,21000.0,Automatic,2,Mercedes-Benz CLA,2018.0,1776500.0,15.04,1949.5,5.0,Delhi
1607,Diesel,SUV,33756.0,Manual,2,Hyundai Creta,2017.0,880000.0000000001,19.67,1582.0,5.0,Delhi
1608,Petrol,SUV,38192.0,Manual,1,Honda WR-V,2017.0,738000.0,17.5,1199.0,5.0,Delhi
1609,Diesel,MUV,50000.0,Automatic,1,Kia Carnival,2020.0,1776500.0,14.11,1949.5,7.0,Delhi
1610,Petrol,Sedan,97411.0,Manual,1,Honda Amaze,2017.0,469000.00000000006,17.8,1198.0,5.0,Delhi
1611,Petrol,Hatchback,11077.0,Automatic,1,Honda Jazz,2021.0,935000.0,17.1,1199.0,5.0,Delhi
1612,Diesel,SUV,55000.0,Manual,2,Hyundai Creta,2020.0,1290000.0,19.67,1582.0,5.0,Delhi
1613,Petrol,Sedan,43100.0,Automatic,1,Skoda Rapid,2016.0,765000.0,14.3,1598.0,5.0,Delhi
1614,Diesel,SUV,82501.0,Manual,1,Ford Ecosport,2018.0,765000.0,23.0,1498.0,5.0,Delhi
1615,Petrol,Hatchback,91881.0,Manual,1,Maruti Baleno,2016.0,524000.0,21.4,1197.0,5.0,Delhi
1616,Petrol,Hatchback,36000.0,Manual,2,Maruti Swift,2017.0,380000.0,20.4,1197.0,5.0,Delhi
1617,Petrol,Hatchback,62479.0,Automatic,2,Maruti Baleno,2018.0,621000.0,21.4,1197.0,5.0,Delhi
1618,Diesel,SUV,53000.0,Manual,2,Mahindra Scorpio,2016.0,990000.0,15.4,1949.5,7.0,Delhi
1619,Petrol,Hatchback,51000.0,Manual,2,Honda Brio,2013.0,229999.99999999997,19.4,1198.0,5.0,Delhi
1620,Petrol,Hatchback,63774.0,Manual,1,Hyundai i20,2015.0,549000.0,18.6,1197.0,5.0,Delhi
1621,Petrol,Sedan,45000.0,Manual,1,Honda Amaze,2017.0,475000.0,17.8,1198.0,5.0,Delhi
1622,Petrol,Sedan,21900.0,Manual,1,Hyundai Aura,2021.0,775000.0,20.5,1197.0,5.0,Delhi
1623,Petrol,Sedan,27381.0,Manual,1,Hyundai Verna,2016.0,649000.0,17.01,1591.0,5.0,Delhi
1624,Cng,Hatchback,54147.0,Manual,2,Maruti Alto 800,2017.0,290000.0,27.984999999999992,796.0,5.0,Delhi
1625,Cng,Hatchback,56716.0,Manual,1,Maruti Wagon R,2020.0,551000.0,27.984999999999992,998.0,5.0,Delhi
1626,Diesel,SUV,68000.0,Automatic,2,Land Rover Range Rover Sport,2017.0,1776500.0,12.65,1949.5,5.0,Delhi
1627,Petrol,Hatchback,49000.0,Manual,2,Maruti Wagon R,2015.0,295000.0,21.79,998.0,5.0,Delhi
1628,Petrol,Sedan,63000.0,Manual,1,Maruti Swift Dzire,2016.0,484999.99999999994,20.85,1197.0,5.0,Delhi
1629,Diesel,Hatchback,77000.0,Manual,1,Tata Indica V2,2011.0,195000.0,25.0,1396.0,5.0,Delhi
1630,Diesel,SUV,3000.0,Automatic,1,BMW X1,2023.0,1776500.0,20.37,1949.5,5.0,Delhi
1631,Diesel,MUV,54000.0,Automatic,1,Toyota Innova Crysta,2019.0,1775000.0,11.36,1949.5,7.0,Delhi
1632,Petrol,Sedan,55000.0,Manual,1,Honda City,2018.0,825000.0,17.4,1497.0,5.0,Delhi
1633,Petrol,Sedan,50000.0,Automatic,2,Skoda Octavia,2018.0,1650000.0,15.1,1798.0,5.0,Delhi
1634,Petrol,SUV,16000.0,Automatic,1,Mercedes-Benz GLS,2022.0,600000.0,18.9,1949.5,7.0,Delhi
1635,Petrol,Sedan,14598.0,Manual,2,Hyundai Verna,2019.0,1016000.0,17.0,1591.0,5.0,Delhi
1636,Diesel,SUV,96000.0,Automatic,2,Toyota Fortuner,2015.0,1195000.0,12.55,1949.5,7.0,Delhi
1637,Diesel,SUV,40190.0,Manual,2,Maruti Vitara Brezza,2018.0,736000.0,24.3,1248.0,5.0,Delhi
1638,Petrol,SUV,8000.0,Automatic,1,Audi Q7,2022.0,1776500.0,11.21,1949.5,7.0,Delhi
1639,Diesel,SUV,80000.0,Automatic,1,Hyundai Creta,2016.0,766000.0,17.01,1582.0,5.0,Delhi
1640,Petrol,SUV,46445.0,Manual,1,Hyundai Creta,2016.0,859000.0,13.0,1591.0,5.0,Delhi
1641,Petrol,MUV,6000.0,Manual,1,Toyota Innova Crysta,2022.0,1776500.0,10.425000000000006,1949.5,7.0,Delhi
1642,Petrol,Sedan,26000.0,Automatic,1,BMW 6 Series,2021.0,1776500.0,13.32,1949.5,4.0,Delhi
1643,Petrol,Sedan,65083.0,Manual,1,Maruti Ciaz,2017.0,704000.0,20.73,1373.0,5.0,Delhi
1644,Diesel,SUV,150000.0,Automatic,2,Mercedes-Benz M-Class,2014.0,1751000.0000000002,11.74,1949.5,5.0,Delhi
1645,Petrol,Sedan,5378.0,Automatic,1,Honda City,2021.0,1443000.0,18.3,1498.0,5.0,Delhi
1646,Petrol,Sedan,63001.0,Automatic,1,Honda City,2016.0,765000.0,18.0,1497.0,5.0,Delhi
