,ft,bt,km,transmission,ownerNo,model,modelYear,price,Mileage,Engine,Seats,city
1647,Diesel,Sedan,68000.0,Automatic,2,Audi A4,2014.0,950000.0,17.11,1949.5,5.0,Delhi
1648,Petrol,MUV,15000.0,Manual,1,Renault Triber,2022.0,675000.0,20.0,999.0,7.0,Delhi
1649,Diesel,SUV,106180.0,Automatic,1,Audi Q5,2017.0,1776500.0,13.22,1949.5,5.0,Delhi
1650,Diesel,SUV,68000.0,Manual,1,Tata Harrier,2020.0,1400000.0,16.35,1949.5,5.0,Delhi
1651,Petrol,SUV,11000.0,Automatic,1,Hyundai Creta,2022.0,1776500.0,18.9,1397.0,5.0,Delhi
1652,Petrol,SUV,24000.0,Manual,1,Hyundai Creta,2021.0,1095000.0,18.9,1497.0,5.0,Delhi
1653,Petrol,Sedan,55000.0,Manual,1,Honda City,2018.0,850000.0,17.4,1497.0,5.0,Delhi
1654,Diesel,SUV,12010.0,Manual,1,Mahindra Thar,2020.0,1485000.0,15.2,1949.5,4.0,Delhi
1655,Petrol,Hatchback,60665.0,Manual,1,Maruti Baleno,2020.0,621000.0,21.01,1197.0,5.0,Delhi
1656,Petrol,SUV,10000.0,Manual,2,Hyundai Creta,2021.0,1120000.0,18.9,1497.0,5.0,Delhi
1657,Diesel,MUV,82896.0,Manual,2,Maruti Ertiga,2012.0,727000.0,20.77,1248.0,7.0,Delhi
1658,Diesel,Coupe,35000.0,Automatic,2,Mercedes-Benz CLS-Class,2019.0,1776500.0,19.0,1949.5,5.0,Delhi
1659,Petrol,SUV,1000.0,Automatic,1,Maruti Jimny,2023.0,1725000.0,16.39,1462.0,4.0,Delhi
1660,Petrol,Sedan,57463.0,Manual,1,Honda City,2015.0,622000.0,17.4,1497.0,5.0,Delhi
1661,Petrol,SUV,3100.0,Manual,1,Hyundai Creta,2023.0,1310000.0,18.9,1497.0,5.0,Delhi
1662,Diesel,SUV,25000.0,Automatic,2,Volvo XC60,2020.0,1776500.0,11.2,1949.5,5.0,Delhi
1663,Petrol,SUV,58716.0,Manual,1,Ford Ecosport,2016.0,625000.0,15.85,1499.0,5.0,Delhi
1664,Petrol,Hatchback,27000.0,Manual,1,Hyundai i20,2021.0,725000.0,21.0,1197.0,5.0,Delhi
1665,Petrol,Hatchback,51017.0,Manual,1,Maruti Baleno,2017.0,532000.0,21.4,1197.0,5.0,Delhi
1666,Petrol,Hatchback,25000.0,Automatic,1,Mini Cooper Clubman,2020.0,1776500.0,13.79,1949.5,5.0,Delhi
1667,Petrol,SUV,33000.0,Automatic,2,Land Rover Discovery,2017.0,1776500.0,18.0,1949.5,7.0,Delhi
1668,Petrol,Hatchback,17000.0,Manual,1,Maruti Baleno,2022.0,710000.0,22.35,1197.0,5.0,Delhi
1669,Diesel,SUV,95000.0,Automatic,1,Toyota Fortuner,2014.0,1390000.0,12.55,1949.5,7.0,Delhi
1670,Diesel,SUV,15000.0,Automatic,2,Mercedes-Benz GLE,2020.0,1776500.0,18.9,1949.5,5.0,Delhi
1671,Petrol,Sedan,49000.0,Automatic,1,Maruti Ciaz,2016.0,690000.0,19.12,1373.0,5.0,Delhi
1672,Petrol,Sedan,34000.0,Automatic,2,Audi A4,2015.0,1776500.0,15.64,1798.0,5.0,Delhi
1673,Petrol,Sedan,70000.0,Manual,1,Maruti Swift Dzire,2013.0,350000.0,20.85,1197.0,5.0,Delhi
1674,Petrol,SUV,29100.0,Manual,1,Kia Sonet,2020.0,1145000.0,18.2,998.0,5.0,Delhi
1675,Petrol,Sedan,57116.0,Manual,1,Tata Tigor,2018.0,518000.0,20.3,1199.0,5.0,Delhi
1676,Petrol,Hatchback,56000.0,Manual,1,Hyundai EON,2016.0,261000.0,21.1,814.0,5.0,Delhi
1677,Petrol,SUV,9343.0,Manual,1,Honda WR-V,2021.0,866000.0,16.5,1199.0,5.0,Delhi
1678,Petrol,Sedan,15000.0,Automatic,2,Audi A6,2021.0,1776500.0,14.11,1949.5,5.0,Delhi
1679,Diesel,SUV,13000.0,Manual,1,Toyota Fortuner,2022.0,1776500.0,18.9,1949.5,7.0,Delhi
1680,Petrol,SUV,90347.0,Automatic,2,Hyundai Creta,2017.0,944000.0,13.0,1591.0,5.0,Delhi
1681,Diesel,Sedan,36000.0,Automatic,1,Mercedes-Benz S-Class,2021.0,1776500.0,13.5,1949.5,5.0,Delhi
1682,Diesel,SUV,60000.0,Automatic,1,BMW X1,2017.0,1776500.0,17.05,1949.5,5.0,Delhi
1683,Petrol,Sedan,64668.0,Manual,1,Ford Aspire,2019.0,518000.0,19.4,1194.0,5.0,Delhi
1684,Diesel,SUV,7800.0,Automatic,0,MG Gloster,2023.0,1776500.0,12.04,1949.5,6.0,Delhi
1685,Petrol,Sedan,87313.0,Manual,1,Honda City,2014.0,574000.0,17.4,1497.0,5.0,Delhi
1686,Diesel,SUV,60000.0,Automatic,2,Volvo XC60,2018.0,1776500.0,14.7,1949.5,5.0,Delhi
1687,Petrol,Hatchback,39000.0,Manual,1,Honda Jazz,2015.0,449000.0,18.7,1199.0,5.0,Delhi
1688,Petrol,SUV,18000.0,Automatic,1,MG Hector Plus,2021.0,1776500.0,11.67,1451.0,6.0,Delhi
1689,Diesel,SUV,18000.0,Automatic,2,Land Rover Discovery Sport,2020.0,1776500.0,18.9,1949.5,7.0,Delhi
1690,Petrol,SUV,11000.0,Automatic,1,Lexus RX,2016.0,1776500.0,18.8,1949.5,5.0,Delhi
1691,Petrol,SUV,30000.0,Automatic,1,Jeep Wrangler,2021.0,1776500.0,12.1,1949.5,5.0,Delhi
1692,Diesel,SUV,8000.0,Automatic,1,Mercedes-Benz GLA Class,2018.0,1776500.0,17.9,1949.5,5.0,Delhi
1693,Petrol,Sedan,57000.0,Automatic,1,Mercedes-Benz E-Class,2017.0,1776500.0,15.0,1949.5,5.0,Delhi
1694,Diesel,SUV,89500.0,Automatic,2,Audi Q7,2016.0,1776500.0,14.75,1949.5,7.0,Delhi
1695,Petrol,SUV,27684.0,Manual,2,Honda WR-V,2017.0,719000.0,17.5,1199.0,5.0,Delhi
1696,Petrol,Sedan,22000.0,Automatic,1,Mercedes-Benz C-Class,2017.0,1776500.0,14.74,1949.5,5.0,Delhi
1697,Petrol,Hatchback,71566.0,Manual,1,Ford Figo,2019.0,507000.0,20.4,1194.0,5.0,Delhi
1698,Diesel,SUV,75000.0,Automatic,2,Audi Q7,2016.0,1776500.0,14.75,1949.5,7.0,Delhi
1699,Diesel,Sedan,58000.0,Automatic,2,Mercedes-Benz CLS-Class,2017.0,1776500.0,19.4,1949.5,4.0,Delhi
1700,Petrol,Sedan,75455.0,Automatic,2,Honda City,2015.0,665000.0,18.0,1497.0,5.0,Delhi
1701,Petrol,SUV,10000.0,Automatic,1,MG Astor,2022.0,1500000.0,14.82,1498.0,5.0,Delhi
1702,Diesel,SUV,80000.0,Automatic,1,Ford Endeavour,2017.0,1776500.0,10.91,1949.5,7.0,Delhi
1703,Petrol,SUV,85031.0,Automatic,1,Hyundai Creta,2018.0,1052000.0,14.8,1591.0,5.0,Delhi
1704,Diesel,SUV,22000.0,Automatic,1,Land Rover Range Rover Evoque,2021.0,1776500.0,18.9,1949.5,5.0,Delhi
1705,Diesel,SUV,37527.0,Manual,1,Ford Ecosport,2020.0,930000.0000000001,21.7,1498.0,5.0,Delhi
1706,Diesel,SUV,80000.0,Manual,1,Maruti Vitara Brezza,2019.0,850000.0,24.3,1248.0,5.0,Delhi
1707,Petrol,Sedan,14000.0,Automatic,1,Mercedes-Benz AMG A 35,2022.0,1776500.0,18.9,1949.5,5.0,Delhi
1708,Diesel,SUV,40000.0,Automatic,1,Mahindra XUV500,2018.0,1300000.0,15.1,1949.5,7.0,Delhi
1709,Petrol,Hatchback,10000.0,Manual,1,Toyota Glanza,2020.0,625000.0,21.01,1197.0,5.0,Delhi
1710,Diesel,SUV,50000.0,Automatic,1,Porsche Cayenne,2016.0,1776500.0,16.12,1949.5,5.0,Delhi
1711,Diesel,SUV,65000.0,Automatic,2,BMW X1,2017.0,1776500.0,20.68,1949.5,5.0,Delhi
1712,Diesel,SUV,72011.0,Automatic,1,Audi Q3,2015.0,1499000.0,15.17,1949.5,5.0,Delhi
1713,Diesel,SUV,40011.0,Automatic,1,Jeep Compass,2021.0,1776500.0,14.9,1949.5,5.0,Delhi
1714,Petrol,MUV,85000.0,Manual,1,Maruti Ertiga,2016.0,735000.0,19.34,1462.0,7.0,Delhi
1715,Petrol,SUV,36206.0,Manual,2,Ford Ecosport,2018.0,726000.0,17.0,1497.0,5.0,Delhi
1716,Diesel,MUV,48011.0,Manual,1,Toyota Innova Crysta,2017.0,1650000.0,13.68,1949.5,8.0,Delhi
1717,Petrol,Hatchback,86919.0,Manual,2,Maruti Baleno,2019.0,688000.0,21.4,1197.0,5.0,Delhi
1718,Petrol,SUV,4000.0,Automatic,1,Mercedes-Benz AMG G 63,2022.0,600000.0,18.9,1949.5,5.0,Delhi
1719,Cng,Sedan,69650.0,Manual,2,Honda Amaze,2014.0,365000.0,18.0,1198.0,5.0,Delhi
1720,Petrol,Sedan,41051.0,Manual,1,Volkswagen Ameo,2018.0,627000.0,19.44,999.0,5.0,Delhi
1721,Diesel,MUV,52011.0,Automatic,1,Toyota Innova Crysta,2019.0,1776500.0,11.36,1949.5,7.0,Delhi
1722,Petrol,Hatchback,52439.0,Manual,1,Hyundai i10,2013.0,335000.0,19.81,1086.0,5.0,Delhi
1723,Petrol,Sedan,82347.0,Automatic,2,Maruti Ciaz,2014.0,528000.0,19.12,1373.0,5.0,Delhi
1724,Diesel,SUV,52001.0,Automatic,2,Audi Q7,2014.0,1776500.0,12.07,1949.5,7.0,Delhi
1725,Petrol,Sedan,97249.0,Manual,1,Maruti Ciaz,2014.0,511000.00000000006,20.73,1373.0,5.0,Delhi
1726,Petrol,SUV,11800.0,Automatic,1,Audi Q7,2023.0,1776500.0,18.9,1949.5,7.0,Delhi
1727,Diesel,SUV,5700.0,Manual,1,Tata New Safari,2022.0,1776500.0,16.14,1949.5,6.0,Delhi
1728,Diesel,SUV,52011.0,Automatic,1,Tata New Safari,2021.0,1776500.0,14.08,1949.5,7.0,Delhi
1729,Diesel,SUV,52368.0,Manual,1,Maruti Vitara Brezza,2018.0,849000.0,24.3,1248.0,5.0,Delhi
1730,Diesel,SUV,33500.0,Automatic,1,Mercedes-Benz GLE,2020.0,1776500.0,18.9,1949.5,5.0,Delhi
1731,Petrol,Sedan,80000.0,Manual,1,Honda Amaze,2020.0,500000.0,18.6,1199.0,5.0,Delhi
1732,Diesel,SUV,85162.0,Manual,2,Honda WR-V,2017.0,525000.0,25.5,1498.0,5.0,Delhi
1733,Petrol,MUV,83863.0,Automatic,1,Maruti Ertiga,2017.0,775000.0,17.03,1373.0,7.0,Delhi
1734,Petrol,SUV,9500.0,Automatic,1,BMW X7,2019.0,600000.0,10.54,1949.5,7.0,Delhi
1735,Petrol,Hatchback,62526.0,Manual,1,Honda Jazz,2016.0,486000.00000000006,18.7,1199.0,5.0,Delhi
1736,Petrol,Hatchback,40000.0,Manual,1,Maruti Swift,2018.0,450000.0,22.0,1197.0,5.0,Delhi
1737,Diesel,SUV,35331.0,Manual,1,Renault Duster,2019.0,989000.0,19.87,1461.0,5.0,Delhi
1738,Diesel,SUV,40000.0,Automatic,1,Land Rover Discovery Sport,2020.0,1776500.0,18.9,1949.5,7.0,Delhi
1739,Petrol,SUV,10000.0,Automatic,1,Audi Q3 Sportback,2023.0,1776500.0,18.9,1949.5,5.0,Delhi
1740,Petrol,Hatchback,14893.0,Manual,1,Hyundai Santro,2019.0,526000.0,20.3,1086.0,5.0,Delhi
1741,Petrol,Hatchback,110000.0,Manual,2,Maruti Wagon R,2011.0,170000.0,18.9,998.0,5.0,Delhi
1742,Diesel,Sedan,7900.0,Automatic,1,Mercedes-Benz S-Class,2021.0,600000.0,13.5,1949.5,5.0,Delhi
1743,Petrol,Hatchback,55215.0,Manual,1,Hyundai Grand i10,2016.0,434000.0,18.9,1197.0,5.0,Delhi
1744,Petrol,Sedan,100000.0,Manual,1,Honda City,2014.0,300000.0,17.4,1497.0,5.0,Delhi
1745,Diesel,Sedan,49930.0,Manual,1,Hyundai Verna,2021.0,1103000.0,25.0,1493.0,5.0,Delhi
1746,Diesel,SUV,54000.0,Manual,1,Maruti Vitara Brezza,2017.0,645000.0,24.3,1248.0,5.0,Delhi
1747,Petrol,Sedan,1200.0,Automatic,1,Mercedes-Benz AMG A 35,2021.0,1776500.0,18.9,1949.5,5.0,Delhi
1748,Petrol,SUV,7000.0,Automatic,1,Audi Q2,2020.0,1776500.0,18.9,1949.5,5.0,Delhi
1749,Cng,MUV,40000.0,Manual,1,Maruti Ertiga,2021.0,1100000.0,26.08,1462.0,7.0,Delhi
1750,Diesel,SUV,83000.0,Automatic,3,Mercedes-Benz M-Class,2014.0,1570000.0,15.26,1949.5,5.0,Delhi
1751,Petrol,Hatchback,60000.0,Manual,2,Hyundai i10,2011.0,130000.0,20.36,1197.0,5.0,Delhi
1752,Cng,Sedan,100000.0,Manual,1,Maruti Swift Dzire Tour,2018.0,300000.0,26.55,1197.0,5.0,Delhi
1753,Petrol,Hatchback,60000.0,Manual,2,Hyundai i10,2009.0,85000.0,20.36,1197.0,5.0,Delhi
1754,Petrol,SUV,25000.0,Automatic,1,Volvo XC40,2020.0,1776500.0,18.9,1949.5,5.0,Delhi
1755,Petrol,Sedan,67593.0,Manual,1,Honda Amaze,2015.0,422000.0,18.0,1198.0,5.0,Delhi
1756,Diesel,SUV,50000.0,Automatic,1,Hyundai Creta,2020.0,1500000.0,18.5,1493.0,5.0,Delhi
1757,Petrol,Hatchback,88882.0,Manual,1,Maruti Baleno,2016.0,495000.0,21.4,1197.0,5.0,Delhi
1758,Petrol,Sedan,78986.0,Manual,1,Toyota Corolla Altis,2016.0,815000.0,14.28,1798.0,5.0,Delhi
1759,Diesel,Sedan,100000.0,Manual,1,Maruti Swift Dzire,2014.0,215000.0,23.4,1248.0,5.0,Delhi
1760,Petrol,Hatchback,24727.0,Manual,2,Hyundai i20 Active,2015.0,501999.99999999994,17.19,1197.0,5.0,Delhi
1761,Diesel,SUV,70000.0,Automatic,3,Audi Q3,2014.0,800000.0,15.73,1949.5,5.0,Delhi
1762,Petrol,Sedan,34000.0,Automatic,1,Mercedes-Benz S-Class,2019.0,600000.0,10.425000000000006,1949.5,4.0,Delhi
1763,Petrol,Hatchback,79328.0,Automatic,1,Honda Jazz,2017.0,565000.0,19.0,1199.0,5.0,Delhi
1764,Petrol,Hatchback,50000.0,Manual,1,Maruti Alto K10,2017.0,280000.0,23.95,998.0,5.0,Delhi
1765,Petrol,Hatchback,62113.0,Manual,2,Maruti Baleno,2017.0,524000.0,21.4,1197.0,5.0,Delhi
1766,Petrol,SUV,2300.0,Manual,1,Hyundai Creta,2023.0,1650000.0,18.9,1497.0,5.0,Delhi
1767,Petrol,Sedan,120000.0,Automatic,3,Toyota Corolla Altis,2013.0,450000.0,14.53,1794.0,5.0,Delhi
1768,Diesel,Hatchback,120000.0,Manual,2,Tata Tiago,2018.0,315000.0,27.28,1047.0,5.0,Delhi
1769,Petrol,Sedan,120000.0,Automatic,3,Toyota Corolla Altis,2013.0,450000.0,14.53,1794.0,5.0,Delhi
1770,Petrol,SUV,5000.0,Automatic,1,Volvo XC40,2022.0,1776500.0,18.9,1949.5,5.0,Delhi
1771,Petrol,SUV,10000.0,Manual,2,Hyundai Creta,2021.0,1120000.0,18.9,1497.0,5.0,Delhi
1772,Petrol,Sedan,60000.0,Manual,2,Hyundai Verna,2018.0,750000.0,17.0,1591.0,5.0,Delhi
1773,Petrol,Hatchback,30000.0,Manual,1,Maruti Baleno,2021.0,635000.0,21.01,1197.0,5.0,Delhi
1774,Diesel,SUV,67000.0,Manual,1,Jeep Compass,2018.0,1110000.0,17.1,1949.5,5.0,Delhi
1775,Petrol,Hatchback,86183.0,Manual,1,Hyundai Grand i10,2016.0,450000.0,18.9,1197.0,5.0,Delhi
1776,Diesel,Sedan,70000.0,Manual,1,Toyota Etios,2013.0,260000.0,23.59,1364.0,5.0,Delhi
1777,Petrol,Hatchback,88991.0,Manual,1,Maruti Swift,2013.0,346000.0,22.38,1197.0,5.0,Delhi
1778,Diesel,SUV,18000.0,Automatic,2,BMW X4,2019.0,1776500.0,16.55,1949.5,5.0,Delhi
1779,Petrol,SUV,55000.0,Automatic,1,Jeep Compass,2019.0,1475000.0,14.1,1368.0,5.0,Delhi
1780,Cng,Hatchback,62657.0,Manual,1,Maruti S-Presso,2021.0,479000.0,27.984999999999992,998.0,4.0,Delhi
1781,Petrol,Hatchback,16452.0,Automatic,1,Renault KWID,2017.0,300000.0,24.04,999.0,5.0,Delhi
1782,Petrol,Sedan,40000.0,Automatic,2,Mercedes-Benz CLA,2017.0,1776500.0,15.04,1949.5,5.0,Delhi
1783,Cng,Hatchback,31029.0,Manual,1,Tata Tiago,2022.0,740000.0,26.49,1199.0,5.0,Delhi
1784,Petrol,Hatchback,40000.0,Manual,2,Maruti Swift,2018.0,450000.0,22.0,1197.0,5.0,Delhi
1785,Petrol,Hatchback,46724.0,Manual,2,Hyundai i20,2014.0,403000.0,18.5,1197.0,5.0,Delhi
1786,Petrol,Sedan,86000.0,Automatic,1,Mercedes-Benz C-Class,2011.0,750000.0,14.74,1949.5,5.0,Delhi
1787,Diesel,SUV,40000.0,Manual,1,Mahindra XUV500,2015.0,800000.0,16.0,1949.5,7.0,Delhi
1788,Petrol,Sedan,80000.0,Automatic,1,Toyota Camry,2015.0,1425000.0,19.16,1949.5,5.0,Delhi
1789,Petrol,Sedan,70000.0,Automatic,1,Toyota Camry,2015.0,1425000.0,19.16,1949.5,5.0,Delhi
1790,Petrol,Sedan,60000.0,Manual,1,Honda City,2016.0,660000.0,17.4,1497.0,5.0,Delhi
1791,Petrol,Hatchback,60000.0,Manual,1,Maruti Wagon R,2009.0,150000.0,18.9,1061.0,5.0,Delhi
1792,Cng,MUV,40000.0,Manual,1,Maruti Ertiga,2021.0,1100000.0,26.08,1462.0,7.0,Delhi
1793,Diesel,Hatchback,80000.0,Manual,4,Maruti Celerio,2015.0,220000.00000000003,27.62,793.0,5.0,Delhi
1794,Diesel,SUV,90000.0,Automatic,1,Ford Endeavour,2019.0,1776500.0,10.91,1949.5,7.0,Delhi
1795,Cng,Hatchback,71727.0,Manual,1,Hyundai Grand i10 Nios,2021.0,676000.0,18.9,1197.0,5.0,Delhi
1796,Diesel,Sedan,73000.0,Automatic,1,Mercedes-Benz E-Class,2013.0,1125000.0,14.21,1949.5,5.0,Delhi
1797,Petrol,SUV,85482.0,Manual,1,Honda WR-V,2017.0,686000.0,17.5,1199.0,5.0,Delhi
1798,Petrol,SUV,54500.0,Automatic,2,Mercedes-Benz GLA,2016.0,1776500.0,12.33,1949.5,5.0,Delhi
1799,Cng,Hatchback,60000.0,Manual,2,Maruti Celerio,2016.0,260000.0,27.984999999999992,998.0,5.0,Delhi
1800,Petrol,Sedan,89581.0,Manual,1,Hyundai Verna,2017.0,798000.0,17.01,1591.0,5.0,Delhi
1801,Petrol,Sedan,110000.0,Automatic,2,Skoda Rapid,2014.0,275000.0,14.3,1598.0,5.0,Delhi
1802,Diesel,SUV,79500.0,Automatic,1,Mercedes-Benz GLS,2016.0,1776500.0,11.0,1949.5,7.0,Delhi
1803,Petrol,Sedan,69164.0,Manual,2,Toyota Etios,2011.0,250000.0,17.6,1496.0,5.0,Delhi
1804,Petrol,SUV,28000.0,Automatic,1,Honda CR-V,2016.0,1450000.0,13.7,1949.5,5.0,Delhi
1805,Diesel,SUV,66175.0,Manual,1,Maruti Vitara Brezza,2018.0,787000.0,24.3,1248.0,5.0,Delhi
1806,Petrol,SUV,22000.0,Automatic,2,Porsche Macan,2020.0,1776500.0,18.9,1949.5,5.0,Delhi
1807,Petrol,Sedan,47001.0,Manual,1,Tata Tigor,2017.0,484999.99999999994,20.3,1199.0,5.0,Delhi
1808,Diesel,SUV,145000.0,Automatic,1,Toyota Fortuner,2016.0,1714999.9999999998,15.04,1949.5,7.0,Delhi
1809,Petrol,Sedan,19000.0,Automatic,1,Mercedes-Benz E-Class,2021.0,1776500.0,15.0,1949.5,5.0,Delhi
1810,Diesel,Sedan,43600.0,Automatic,2,Audi A4,2015.0,1200000.0,17.11,1949.5,5.0,Delhi
1811,Petrol,Hatchback,63521.0,Manual,1,Hyundai Grand i10,2016.0,425000.0,25.0,1197.0,5.0,Delhi
1812,Petrol,Sedan,18021.0,Manual,1,Maruti Swift Dzire,2021.0,700000.0,22.41,1197.0,5.0,Delhi
1813,Petrol,Hatchback,90000.0,Manual,1,Maruti Wagon R,2008.0,61000.0,17.3,1061.0,5.0,Delhi
1814,Diesel,SUV,38000.0,Automatic,1,Mercedes-Benz G,2021.0,600000.0,10.425000000000006,1949.5,5.0,Delhi
1815,Petrol,Hatchback,39076.0,Manual,1,Ford Figo,2021.0,711000.0,18.5,1194.0,5.0,Delhi
1816,Petrol,SUV,36000.0,Automatic,1,Mercedes-Benz GLC,2020.0,1776500.0,12.74,1949.5,5.0,Delhi
1817,Cng,Hatchback,106848.0,Manual,1,Maruti Celerio,2018.0,423000.00000000006,27.984999999999992,998.0,5.0,Delhi
1818,Diesel,MUV,105000.0,Manual,1,Toyota Innova Crysta,2017.0,1500000.0,13.68,1949.5,7.0,Delhi
1819,Petrol,Convertibles,6500.0,Automatic,2,Mini Cooper Convertible,2020.0,1776500.0,16.72,1949.5,4.0,Delhi
1820,Petrol,Hatchback,111237.0,Manual,2,Hyundai i10,2010.0,140000.0,20.36,1197.0,5.0,Delhi
1821,Petrol,Hatchback,70000.0,Automatic,2,Volkswagen Polo,2018.0,715000.0,17.21,1197.0,5.0,Delhi
1822,Diesel,SUV,95000.0,Automatic,2,Volvo XC 90,2015.0,1075000.0,11.1,1949.5,7.0,Delhi
1823,Petrol,SUV,13278.0,Manual,1,Nissan Magnite,2022.0,836999.9999999999,18.75,999.0,5.0,Delhi
1824,Diesel,SUV,35000.0,Automatic,2,Mahindra Thar,2022.0,1650000.0,18.9,1949.5,4.0,Delhi
1825,Petrol,SUV,12255.0,Manual,1,Nissan Magnite,2022.0,894000.0,20.0,999.0,5.0,Delhi
1826,Petrol,SUV,68000.0,Automatic,1,Mercedes-Benz GLS,2017.0,1776500.0,10.425000000000006,1949.5,7.0,Delhi
1827,Diesel,SUV,67000.0,Manual,1,Tata Hexa,2019.0,950000.0,17.6,1949.5,7.0,Delhi
1828,Diesel,Hatchback,37000.0,Manual,1,Maruti Baleno,2019.0,650000.0,27.39,1248.0,5.0,Delhi
1829,Petrol,Sedan,8000.0,Automatic,1,Mercedes-Benz C-Class,2020.0,1776500.0,11.9,1949.5,5.0,Delhi
1830,Diesel,SUV,54000.0,Manual,1,Maruti SX4 S Cross,2017.0,595000.0,23.65,1248.0,5.0,Delhi
1831,Diesel,Sedan,120000.0,Manual,1,Honda City,2014.0,499000.0,25.1,1498.0,5.0,Delhi
1832,Petrol,Sedan,70000.0,Manual,2,Maruti Swift Dzire,2010.0,150000.0,17.5,1298.0,5.0,Delhi
1833,Petrol,SUV,17000.0,Automatic,1,Mercedes-Benz GLC,2022.0,1776500.0,12.74,1949.5,5.0,Delhi
1834,Diesel,SUV,45000.0,Automatic,1,Mercedes-Benz GLS,2016.0,1776500.0,11.0,1949.5,7.0,Delhi
1835,Petrol,Hatchback,19717.0,Manual,1,Maruti Celerio,2018.0,459000.0,25.24,998.0,5.0,Delhi
1836,Petrol,Sedan,20000.0,Automatic,1,BMW 3 Series Gran Limousine,2021.0,1776500.0,15.3,1949.5,5.0,Delhi
1837,Petrol,Hatchback,35495.0,Manual,1,Maruti Alto K10,2017.0,332000.0,24.39,998.0,5.0,Delhi
1838,Petrol,SUV,25000.0,Automatic,2,Mercedes-Benz GLA Class,2016.0,1776500.0,13.7,1949.5,5.0,Delhi
1839,Petrol,SUV,27401.0,Automatic,1,Jeep Compass,2018.0,1550000.0,16.0,1368.0,5.0,Delhi
1840,Petrol,Hatchback,15981.0,Manual,1,Maruti S-Presso,2019.0,426999.99999999994,21.7,998.0,5.0,Delhi
1841,Petrol,SUV,7500.0,Automatic,1,MG Hector,2022.0,1776500.0,18.9,1451.0,5.0,Delhi
1842,Petrol,Sedan,6300.0,Automatic,1,Audi A4,2022.0,1776500.0,18.9,1949.5,5.0,Delhi
1843,Petrol,Hatchback,73052.0,Manual,1,Hyundai i10,2011.0,183000.0,20.36,1197.0,5.0,Delhi
1844,Petrol,Sedan,61000.0,Automatic,1,Honda City,2014.0,571000.0,18.0,1497.0,5.0,Delhi
1845,Petrol,SUV,15036.0,Manual,1,Tata Punch,2021.0,806000.0,20.09,1199.0,5.0,Delhi
1846,Diesel,Sedan,94000.0,Automatic,1,BMW 5 Series,2015.0,1700000.0,20.37,1949.5,5.0,Delhi
1847,Petrol,Sedan,39000.0,Manual,1,Hyundai Xcent,2018.0,525000.0,20.14,1197.0,5.0,Delhi
1848,Petrol,SUV,90000.0,Manual,3,Mahindra KUV 100,2016.0,250000.0,18.15,1198.0,6.0,Delhi
1849,Petrol,Hatchback,90000.0,Manual,1,Skoda Fabia,2011.0,120000.0,16.25,1198.0,5.0,Delhi
1850,Diesel,SUV,44000.0,Automatic,2,Mercedes-Benz GLS,2017.0,1776500.0,11.0,1949.5,7.0,Delhi
1851,Petrol,Hatchback,120000.0,Manual,2,Maruti Wagon R,2006.5,60000.0,18.9,998.0,5.0,Delhi
1852,Petrol,Hatchback,30000.0,Manual,1,Renault KWID,2018.0,265000.0,25.17,799.0,5.0,Delhi
1853,Petrol,SUV,4900.0,Automatic,1,Volvo XC60,2021.0,1776500.0,11.2,1949.5,5.0,Delhi
1854,Petrol,Hatchback,36000.0,Automatic,2,Mini Cooper,2015.0,1776500.0,19.23,1598.0,5.0,Delhi
1855,Petrol,Hatchback,4975.0,Manual,1,Maruti Ignis,2022.0,519000.00000000006,20.89,1197.0,5.0,Delhi
1856,Cng,Hatchback,48000.0,Manual,2,Maruti Alto 800,2014.0,249000.00000000003,27.984999999999992,796.0,5.0,Delhi
1857,Petrol,MUV,36758.0,Manual,1,Renault Triber,2021.0,558000.0,20.0,999.0,7.0,Delhi
1858,Petrol,Sedan,3500.0,Automatic,1,BMW 3 Series Gran Limousine,2022.0,1776500.0,15.3,1949.5,5.0,Delhi
1859,Petrol,SUV,10000.0,Automatic,1,Renault Kiger,2022.0,1025000.0,18.24,999.0,5.0,Delhi
1860,Petrol,SUV,61882.0,Manual,1,Nissan Magnite,2021.0,698000.0,18.75,999.0,5.0,Delhi
1861,Petrol,Hatchback,66000.0,Manual,1,Volkswagen Polo,2011.0,275000.0,17.0,1198.0,5.0,Delhi
1862,Petrol,SUV,46000.0,Automatic,1,Land Rover Discovery Sport,2018.0,1776500.0,12.81,1949.5,7.0,Delhi
1863,Petrol,Hatchback,6088.0,Manual,1,Maruti Ignis,2021.0,524000.0,20.89,1197.0,5.0,Delhi
1864,Petrol,Hatchback,23000.0,Automatic,1,Hyundai i20,2018.0,675000.0,17.4,1197.0,5.0,Delhi
1865,Petrol,Hatchback,41732.0,Manual,1,Maruti Baleno,2018.0,546000.0,21.4,1197.0,5.0,Delhi
1866,Diesel,Sedan,55000.0,Automatic,2,BMW 5 Series,2018.0,1776500.0,22.48,1949.5,5.0,Delhi
1867,Diesel,SUV,51000.0,Manual,1,Maruti Vitara Brezza,2019.0,775000.0,24.3,1248.0,5.0,Delhi
1868,Petrol,Hatchback,38000.0,Manual,1,Hyundai EON,2015.0,245000.00000000003,21.1,814.0,5.0,Delhi
1869,Diesel,SUV,60000.0,Manual,1,Mahindra XUV500,2016.0,1000000.0,16.0,1949.5,7.0,Delhi
